RefSeq mRNA ID	NCBI gene ID	Gene name
NM_133271	2204	FCAR
NM_133277	2204	FCAR
NM_133272	2204	FCAR
NM_133274	2204	FCAR
NM_133278	2204	FCAR
NM_133273	2204	FCAR
NM_133269	2204	FCAR
NM_002000	2204	FCAR
NM_133271	2204	FCAR
NM_133278	2204	FCAR
NM_133274	2204	FCAR
NM_133272	2204	FCAR
NM_133277	2204	FCAR
NM_133273	2204	FCAR
NM_133269	2204	FCAR
NM_002000	2204	FCAR
NM_133271	2204	FCAR
NM_133278	2204	FCAR
NM_133274	2204	FCAR
NM_133272	2204	FCAR
NM_133277	2204	FCAR
NM_133277	2204	FCAR
NM_133278	2204	FCAR
NM_133274	2204	FCAR
NM_002000	2204	FCAR
NM_133272	2204	FCAR
NM_133271	2204	FCAR
NM_133269	2204	FCAR
NM_133273	2204	FCAR
NM_002000	2204	FCAR
NM_133271	2204	FCAR
NM_133272	2204	FCAR
NM_133273	2204	FCAR
NM_133269	2204	FCAR
NM_133274	2204	FCAR
NM_133278	2204	FCAR
NM_133277	2204	FCAR
NM_002001	2205	FCER1A
NM_000139	2206	MS4A2
NM_001256916	2206	MS4A2
NM_004106	2207	FCER1G
NM_001220500	2208	FCER2
NM_002002	2208	FCER2
NM_001207019	2208	FCER2
NM_000566	2209	FCGR1A
NM_001017986	2210	FCGR1B
NM_001004340	2210	FCGR1B
NM_001244910	2210	FCGR1B
NM_201563	2212	FCGR2A
NM_021642	2212	FCGR2A
NM_001136219	2212	FCGR2A
NM_001002274	2213	FCGR2B
NM_001002273	2213	FCGR2B
NM_001190828	2213	FCGR2B
NM_004001	2213	FCGR2B
NM_001002275	2213	FCGR2B
NM_000569	2214	FCGR3A
NM_001127592	2214	FCGR3A
NM_001127593	2214	FCGR3A
NM_001127595	2214	FCGR3A
NM_001127596	2214	FCGR3A
NM_000570	2215	FCGR3B
NM_001244753	2215	FCGR3B
NM_001271035	2215	FCGR3B
NM_001271036	2215	FCGR3B
NM_001271037	2215	FCGR3B
NM_001136019	2217	FCGRT
NM_004107	2217	FCGRT
NM_001079802	2218	FKTN
NM_001351496	2218	FKTN
NM_001351497	2218	FKTN
NM_001351500	2218	FKTN
NM_001351501	2218	FKTN
NM_006731	2218	FKTN
NM_001198963	2218	FKTN
NM_002003	2219	FCN1
NM_004108	2220	FCN2
NM_015837	2220	FCN2
NM_004462	2222	FDFT1
NM_001287756	2222	FDFT1
NM_001287747	2222	FDFT1
NM_001287749	2222	FDFT1
NM_001287750	2222	FDFT1
NM_001287751	2222	FDFT1
NM_001287745	2222	FDFT1
NM_001287744	2222	FDFT1
NM_001287742	2222	FDFT1
NM_001287743	2222	FDFT1
NM_001287748	2222	FDFT1
NM_001242824	2224	FDPS
NM_001135822	2224	FDPS
NM_002004	2224	FDPS
NM_001135821	2224	FDPS
NM_001242825	2224	FDPS
NM_004109	2230	FDX1
NM_024417	2232	FDXR
NM_001258016	2232	FDXR
NM_001258015	2232	FDXR
NM_004110	2232	FDXR
NM_001258012	2232	FDXR
NM_001258014	2232	FDXR
NM_001258013	2232	FDXR
NM_000140	2235	FECH
NM_001012515	2235	FECH
NM_004111	2237	FEN1
NM_001448	2239	GPC4
NM_005246	2241	FER
NM_001308028	2241	FER
NM_001308038	2241	FER
NM_001308031	2241	FER
NM_002005	2242	FES
NM_001143785	2242	FES
NM_001143783	2242	FES
NM_001143784	2242	FES
NM_000508	2243	FGA
NM_021871	2243	FGA
NM_001184741	2244	FGB
NM_005141	2244	FGB
NM_004463	2245	FGD1
NM_001257212	2246	FGF1
NM_001144892	2246	FGF1
NM_033137	2246	FGF1
NM_033136	2246	FGF1
NM_001144935	2246	FGF1
NM_001257205	2246	FGF1
NM_001257206	2246	FGF1
NM_001144934	2246	FGF1
NM_001257211	2246	FGF1
NM_001257208	2246	FGF1
NM_001257209	2246	FGF1
NM_001257210	2246	FGF1
NM_000800	2246	FGF1
NM_001257207	2246	FGF1
NM_002006	2247	FGF2
NM_005247	2248	FGF3
NM_002007	2249	FGF4
NM_004464	2250	FGF5
NM_033143	2250	FGF5
NM_001291812	2250	FGF5
NM_020996	2251	FGF6
NM_002009	2252	FGF7
NM_033164	2253	FGF8
NM_033163	2253	FGF8
NM_033165	2253	FGF8
NM_006119	2253	FGF8
NM_001206389	2253	FGF8
NM_002010	2254	FGF9
NM_004465	2255	FGF10
NM_004112	2256	FGF11
NM_001303460	2256	FGF11
NM_004113	2257	FGF12
NM_021032	2257	FGF12
NM_004114	2258	FGF13
NM_033642	2258	FGF13
NM_001139501	2258	FGF13
NM_001139502	2258	FGF13
NM_001139498	2258	FGF13
NM_001139500	2258	FGF13
NM_175929	2259	FGF14
NM_001321935	2259	FGF14
NM_001321944	2259	FGF14
NM_001321949	2259	FGF14
NM_001321939	2259	FGF14
NM_001321942	2259	FGF14
NM_001321943	2259	FGF14
NM_001321931	2259	FGF14
NM_001321938	2259	FGF14
NM_001321945	2259	FGF14
NM_001321946	2259	FGF14
NM_001321940	2259	FGF14
NM_001321933	2259	FGF14
NM_001321941	2259	FGF14
NM_001321936	2259	FGF14
NM_001321948	2259	FGF14
NM_001321947	2259	FGF14
NM_001321932	2259	FGF14
NM_001321934	2259	FGF14
NM_004115	2259	FGF14
NM_001174063	2260	FGFR1
NM_001174065	2260	FGFR1
NM_001174066	2260	FGFR1
NM_023105	2260	FGFR1
NM_001174064	2260	FGFR1
NM_023106	2260	FGFR1
NM_001174067	2260	FGFR1
NM_023110	2260	FGFR1
NM_015850	2260	FGFR1
NM_001163213	2261	FGFR3
NM_022965	2261	FGFR3
NM_000142	2261	FGFR3
NM_004466	2262	GPC5
NM_000141	2263	FGFR2
NM_001320654	2263	FGFR2
NM_001144918	2263	FGFR2
NM_001144916	2263	FGFR2
NM_001144917	2263	FGFR2
NM_022970	2263	FGFR2
NM_001144919	2263	FGFR2
NM_001144913	2263	FGFR2
NM_001144915	2263	FGFR2
NM_023029	2263	FGFR2
NM_001320658	2263	FGFR2
NM_001144914	2263	FGFR2
NM_002011	2264	FGFR4
NM_213647	2264	FGFR4
NM_001291980	2264	FGFR4
NM_022963	2264	FGFR4
NM_000509	2266	FGG
NM_021870	2266	FGG
NM_201552	2267	FGL1
NM_201553	2267	FGL1
NM_147203	2267	FGL1
NM_004467	2267	FGL1
NM_005248	2268	FGR
NM_001042729	2268	FGR
NM_001042747	2268	FGR
NM_000143	2271	FH
NM_002012	2272	FHIT
NM_001166243	2272	FHIT
NM_001320900	2272	FHIT
NM_001320899	2272	FHIT
NM_001320901	2272	FHIT
NM_001449	2273	FHL1
NM_001159703	2273	FHL1
NM_001159700	2273	FHL1
NM_001159704	2273	FHL1
NM_001159701	2273	FHL1
NM_001159699	2273	FHL1
NM_001330659	2273	FHL1
NM_001159702	2273	FHL1
NM_001167819	2273	FHL1
NM_001318894	2274	FHL2
NM_001318895	2274	FHL2
NM_201555	2274	FHL2
NM_001450	2274	FHL2
NM_201557	2274	FHL2
NM_001318897	2274	FHL2
NM_001039492	2274	FHL2
NM_001318899	2274	FHL2
NM_001318896	2274	FHL2
NM_001318898	2274	FHL2
NM_001243878	2275	FHL3
NM_004468	2275	FHL3
NM_004469	2277	VEGFD
NM_000801	2280	FKBP1A
NM_054014	2280	FKBP1A
NM_001199786	2280	FKBP1A
NM_054033	2281	FKBP1B
NM_004116	2281	FKBP1B
NM_001322963	2281	FKBP1B
NM_001322964	2281	FKBP1B
NM_004470	2286	FKBP2
NM_001135208	2286	FKBP2
NM_057092	2286	FKBP2
NM_002013	2287	FKBP3
NM_002014	2288	FKBP4
NM_004117	2289	FKBP5
NM_001145775	2289	FKBP5
NM_001145776	2289	FKBP5
NM_001145777	2289	FKBP5
NM_005249	2290	FOXG1
NM_001451	2294	FOXF1
NM_001452	2295	FOXF2
NM_001453	2296	FOXC1
NM_004472	2297	FOXD1
NM_207305	2298	FOXD4
NM_012188	2299	FOXI1
NM_144769	2299	FOXI1
NM_005250	2300	FOXL1
NM_012186	2301	FOXE3
NM_001454	2302	FOXJ1
NM_005251	2303	FOXC2
NM_004473	2304	FOXE1
NM_202002	2305	FOXM1
NM_021953	2305	FOXM1
NM_202003	2305	FOXM1
NM_001243088	2305	FOXM1
NM_001243089	2305	FOXM1
NM_004474	2306	FOXD2
NM_004118	2307	FOXS1
NM_002015	2308	FOXO1
NM_201559	2309	FOXO3
NM_001455	2309	FOXO3
NM_002016	2312	FLG
NM_002017	2313	FLI1
NM_001167681	2313	FLI1
NM_001271012	2313	FLI1
NM_001271010	2313	FLI1
NM_002018	2314	FLII
NM_001256265	2314	FLII
NM_001256264	2314	FLII
NM_005511	2315	MLANA
NM_001110556	2316	FLNA
NM_001456	2316	FLNA
NM_001164317	2317	FLNB
NM_001457	2317	FLNB
NM_001164319	2317	FLNB
NM_001164318	2317	FLNB
NM_001458	2318	FLNC
NM_001127487	2318	FLNC
NM_004475	2319	FLOT2
NM_001330170	2319	FLOT2
NM_002019	2321	FLT1
NM_001160030	2321	FLT1
NM_001159920	2321	FLT1
NM_001160031	2321	FLT1
NM_004119	2322	FLT3
