raw_ids	SYMBOL	GENENAME
NM_132831	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
NM_001298364	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
NM_001298359	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
NM_001298362	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
NM_001298363	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
NM_001298361	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
NM_001298360	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
NM_001272733	Socs16D	Suppressor of Cytokine Signaling at 16D
NM_078666	Socs16D	Suppressor of Cytokine Signaling at 16D
NM_144236	Dora	Dorado
NM_001370011	Dora	Dorado
NM_133108	Dora	Dorado
NM_001015256	CG17167	uncharacterized protein
NM_001015257	CG17167	uncharacterized protein
NM_001300716	CG17167	uncharacterized protein
NM_001297795	RhoGAP1A	Rho GTPase activating protein at 1A
NM_001297796	RhoGAP1A	Rho GTPase activating protein at 1A
NM_001103386	RhoGAP1A	Rho GTPase activating protein at 1A
NM_001103385	RhoGAP1A	Rho GTPase activating protein at 1A
NM_001297797	RhoGAP1A	Rho GTPase activating protein at 1A
NM_001169155	RhoGAP1A	Rho GTPase activating protein at 1A
NM_130479	CG13377	uncharacterized protein
NM_001272160	CG13377	uncharacterized protein
NM_001144668	CG32816	uncharacterized protein
NM_001144667	CG32816	uncharacterized protein
NM_080136	arg	arginase
NM_130497	Hmt4-20	Histone methyltransferase 4-20
NM_130502	tw	twisted
NM_001272173	tw	twisted
NM_001272180	CG43867	uncharacterized protein
NM_166876	DAAM	Dishevelled Associated Activator of Morphogenesis
NM_001297842	DAAM	Dishevelled Associated Activator of Morphogenesis
NM_001258532	futsch	futsch
NM_001169161	futsch	futsch
NM_001103394	futsch	futsch
NM_001201595	Mur2B	Mucin related 2B
NM_130571	Mur2B	Mucin related 2B
NM_001297860	Mur2B	Mucin related 2B
NM_001258549	prage	prage
NM_001258551	prage	prage
NM_001258552	prage	prage
NM_001201599	prage	prage
NM_001258550	prage	prage
NM_130589	prage	prage
NM_001038734	Hr4	Hormone receptor 4
NM_001272232	Hr4	Hormone receptor 4
NM_001272231	Hr4	Hormone receptor 4
NM_001272227	Hr4	Hormone receptor 4
NM_001272230	Hr4	Hormone receptor 4
NM_001272233	Hr4	Hormone receptor 4
NM_001272234	Hr4	Hormone receptor 4
NM_080306	pcx	pecanex
NM_001272253	pcx	pecanex
NM_001272254	pcx	pecanex
NM_001258559	CG2841	uncharacterized protein
NM_001297892	CG2841	uncharacterized protein
NM_001258562	trol	terribly reduced optic lobes
NM_001031862	trol	terribly reduced optic lobes
NM_001258564	trol	terribly reduced optic lobes
NM_001258570	trol	terribly reduced optic lobes
NM_001297896	trol	terribly reduced optic lobes
NM_001031864	trol	terribly reduced optic lobes
NM_001297893	trol	terribly reduced optic lobes
NM_001103399	trol	terribly reduced optic lobes
NM_001297894	trol	terribly reduced optic lobes
NM_001258565	trol	terribly reduced optic lobes
NM_001031863	trol	terribly reduced optic lobes
NM_001258566	trol	terribly reduced optic lobes
NM_001169177	trol	terribly reduced optic lobes
NM_001258571	trol	terribly reduced optic lobes
NM_001258568	trol	terribly reduced optic lobes
NM_001258569	trol	terribly reduced optic lobes
NM_001258567	trol	terribly reduced optic lobes
NM_001258563	trol	terribly reduced optic lobes
NM_001031867	trol	terribly reduced optic lobes
NM_001031866	trol	terribly reduced optic lobes
NM_001382068	trol	terribly reduced optic lobes
NM_001297895	trol	terribly reduced optic lobes
NM_001031865	trol	terribly reduced optic lobes
NM_130656	Seipin	seipin
NM_001258578	kirre	kin of irre
NM_080320	kirre	kin of irre
NM_001258579	kirre	kin of irre
NM_130677	CG14418	uncharacterized protein
NM_001272268	CG14418	uncharacterized protein
NM_001272267	kirre	kin of irre
NM_166960	dnc	dunce
NM_166963	dnc	dunce
NM_001272274	dnc	dunce
NM_166959	dnc	dunce
NM_166962	dnc	dunce
NM_166965	dnc	dunce
NM_166964	dnc	dunce
NM_166961	dnc	dunce
NM_166968	dnc	dunce
NM_001272272	dnc	dunce
NM_001297909	CG12535	uncharacterized protein
NM_130699	CG12535	uncharacterized protein
NM_001272277	CG12535	uncharacterized protein
NM_001272276	CG12535	uncharacterized protein
NM_166972	CG12535	uncharacterized protein
NM_001272288	DIP-alpha	Dpr-interacting protein alpha
NM_057973	Parg	Poly(ADP-ribose) glycohydrolase
NM_001258582	Parg	Poly(ADP-ribose) glycohydrolase
NM_130718	HIP	Hsc/Hsp70-interacting protein
NM_001297918	CG2938	uncharacterized protein
NM_130729	CG2938	uncharacterized protein
NM_001272297	CG2938	uncharacterized protein
NM_167008	norpA	no receptor potential A
NM_001014720	norpA	no receptor potential A
NM_001169190	norpA	no receptor potential A
NM_001297931	norpA	no receptor potential A
NM_080331	bi	bifid
